no.,Shipment Invoice No.,HVDC CODE,HVDC CODE 1,HVDC CODE 2,HVDC CODE 3,HVDC CODE 4,HVDC CODE 5,Site,EQ No,Case No.,Pkg,Storage,Description,L(CM),W(CM),H(CM),CBM,N.W(kgs),G.W(kgs),Stack,stack status,HS Code,Currency,Price,Vessel,COE,POL,POD,ETD/ATD,ETA/ATA,DHL Warehouse,DSV Indoor,DSV Al Markaz,DSV Outdoor,Hauler Indoor,DSV MZP,MOSB,Shifting,MIR,SHU,DAS,AGI,Status_WAREHOUSE,Status_SITE,Status_Current,Status_Location_Temp,Status_Location,Status_Location_DSV Indoor_DSV Al Markaz,Status_Location_DSV Al Markaz,Status_Location_DSV Indoor,Status_Location_Date,Status_Location_Date_Year,Status_Location_Date_Month,Status_Storage,wh_handling_legacy,site handling,total handling,minus,final handling,SQM,stack status2,Status_Location_YearMonth,Vendor,Source_File,AAA Storage,No.,Local,SERIAL NO.,PO. No,Bill of Lading,DSV MZD,JDN MZD,Stack_Status,site_handling_original,total_handling_original,wh_handling_original,FLOW_CODE,FLOW_DESCRIPTION,Final_Location,입고일자
1.0,PRL-DAS-002-O Lot1,HVDC-ADOPT-HE-0001,HVDC,ADOPT,HE,1,,DAS,EQ-001,207721,1,Outdoor covered,Bottom Shield,426.0,231.0,255.0,25.09353,400.0,1144.0,Stackable x1,1.0,85044083,SEK,433859,MSC China,Sweden,Gothenburg,Khalifa port,2023-12-01,2024-01-11,,,,2024-01-19,,,,,,,2025-05-13,,1.0,1.0,site,DAS,DAS,,,,2025-05-13,2025.0,5.0,site,1,1,2,0,2,9.8406,1.0,2025-05-01,HITACHI,HITACHI(HE),,,,,,,,,,1,2,1,2,Port → WH → Site,DAS,
2.0,PRL-DAS-002-O Lot1,HVDC-ADOPT-HE-0001,HVDC,ADOPT,HE,1,,DAS,EQ-001,207722,1,Outdoor covered,Bottom Shield,426.0,231.0,255.0,25.09353,400.0,1144.0,Stackable x1,1.0,85044083,SEK,433859,MSC China,Sweden,Gothenburg,Khalifa port,2023-12-01,2024-01-11,,,,2024-01-19,,,,,,,2025-05-13,,1.0,1.0,site,DAS,DAS,,,,2025-05-13,2025.0,5.0,site,1,1,2,0,2,9.8406,1.0,2025-05-01,HITACHI,HITACHI(HE),,,,,,,,,,1,2,1,2,Port → WH → Site,DAS,
3.0,PRL-DAS-002-O Lot1,HVDC-ADOPT-HE-0001,HVDC,ADOPT,HE,1,,DAS,EQ-001,207723,1,Outdoor covered,Bottom Shield,426.0,231.0,255.0,25.09353,400.0,1144.0,Stackable x1,1.0,85044083,SEK,433859,MSC China,Sweden,Gothenburg,Khalifa port,2023-12-01,2024-01-11,,,,2024-01-19,,,,,,,2025-05-13,,1.0,1.0,site,DAS,DAS,,,,2025-05-13,2025.0,5.0,site,1,1,2,0,2,9.8406,1.0,2025-05-01,HITACHI,HITACHI(HE),,,,,,,,,,1,2,1,2,Port → WH → Site,DAS,
4.0,PRL-DAS-002-O Lot1,HVDC-ADOPT-HE-0001,HVDC,ADOPT,HE,1,,DAS,EQ-001,207724,1,Outdoor covered,Bottom Shield,426.0,231.0,255.0,25.09353,400.0,1144.0,Stackable x1,1.0,85044083,SEK,433859,MSC China,Sweden,Gothenburg,Khalifa port,2023-12-01,2024-01-11,,,,2024-01-19,,,,,,,2025-05-13,,1.0,1.0,site,DAS,DAS,,,,2025-05-13,2025.0,5.0,site,1,1,2,0,2,9.8406,1.0,2025-05-01,HITACHI,HITACHI(HE),,,,,,,,,,1,2,1,2,Port → WH → Site,DAS,
5.0,PRL-DAS-002-O Lot1,HVDC-ADOPT-HE-0001,HVDC,ADOPT,HE,1,,DAS,EQ-001,207725,1,Outdoor covered,Bottom Shield,426.0,231.0,255.0,25.09353,400.0,1144.0,Stackable x1,1.0,85044083,SEK,433859,MSC China,Sweden,Gothenburg,Khalifa port,2023-12-01,2024-01-11,,,,2024-01-19,,,,,,,2025-05-13,,1.0,1.0,site,DAS,DAS,,,,2025-05-13,2025.0,5.0,site,1,1,2,0,2,9.8406,1.0,2025-05-01,HITACHI,HITACHI(HE),,,,,,,,,,1,2,1,2,Port → WH → Site,DAS,
6.0,PRL-DAS-002-O Lot1,HVDC-ADOPT-HE-0001,HVDC,ADOPT,HE,1,,DAS,EQ-001,207726,1,Outdoor covered,Bottom Shield,426.0,231.0,255.0,25.09353,400.0,1144.0,Stackable x1,1.0,85044083,SEK,433859,MSC China,Sweden,Gothenburg,Khalifa port,2023-12-01,2024-01-11,,,,2024-01-19,,,,,,,2025-05-13,,1.0,1.0,site,DAS,DAS,,,,2025-05-13,2025.0,5.0,site,1,1,2,0,2,9.8406,1.0,2025-05-01,HITACHI,HITACHI(HE),,,,,,,,,,1,2,1,2,Port → WH → Site,DAS,
7.0,PRL-DAS-002-O Lot1,HVDC-ADOPT-HE-0001,HVDC,ADOPT,HE,1,,DAS,EQ-001,207727,1,Outdoor covered,Bottom Shield,426.0,231.0,255.0,25.09353,400.0,1144.0,Stackable x1,1.0,85044083,SEK,433859,MSC China,Sweden,Gothenburg,Khalifa port,2023-12-01,2024-01-11,,,,2024-01-19,,,,,,,2025-05-13,,1.0,1.0,site,DAS,DAS,,,,2025-05-13,2025.0,5.0,site,1,1,2,0,2,9.8406,1.0,2025-05-01,HITACHI,HITACHI(HE),,,,,,,,,,1,2,1,2,Port → WH → Site,DAS,
8.0,PRL-DAS-002-O Lot1,HVDC-ADOPT-HE-0001,HVDC,ADOPT,HE,1,,DAS,EQ-001,207728,1,Outdoor covered,Bottom Shield,426.0,231.0,255.0,25.09353,400.0,1144.0,Stackable x1,1.0,85044083,SEK,433859,MSC China,Sweden,Gothenburg,Khalifa port,2023-12-01,2024-01-11,,,,2024-01-19,,,,,,,2025-05-13,,1.0,1.0,site,DAS,DAS,,,,2025-05-13,2025.0,5.0,site,1,1,2,0,2,9.8406,1.0,2025-05-01,HITACHI,HITACHI(HE),,,,,,,,,,1,2,1,2,Port → WH → Site,DAS,
9.0,PRL-DAS-002-O Lot1,HVDC-ADOPT-HE-0001,HVDC,ADOPT,HE,1,,DAS,EQ-001,207729,1,Outdoor covered,Bottom Shield,426.0,231.0,255.0,25.09353,400.0,1144.0,Stackable x1,1.0,85044083,SEK,433859,MSC China,Sweden,Gothenburg,Khalifa port,2023-12-01,2024-01-11,,,,2024-01-19,,,,,,,2025-05-13,,1.0,1.0,site,DAS,DAS,,,,2025-05-13,2025.0,5.0,site,1,1,2,0,2,9.8406,1.0,2025-05-01,HITACHI,HITACHI(HE),,,,,,,,,,1,2,1,2,Port → WH → Site,DAS,
10.0,PRL-DAS-002-O Lot1,HVDC-ADOPT-HE-0001,HVDC,ADOPT,HE,1,,DAS,EQ-001,207730,1,Outdoor covered,Bottom Shield,426.0,231.0,255.0,25.09353,400.0,1144.0,Stackable x1,1.0,85044083,SEK,433859,MSC China,Sweden,Gothenburg,Khalifa port,2023-12-01,2024-01-11,,,,2024-01-19,,,,,,,2025-05-13,,1.0,1.0,site,DAS,DAS,,,,2025-05-13,2025.0,5.0,site,1,1,2,0,2,9.8406,1.0,2025-05-01,HITACHI,HITACHI(HE),,,,,,,,,,1,2,1,2,Port → WH → Site,DAS,
11.0,PRL-DAS-002-O Lot1,HVDC-ADOPT-HE-0001,HVDC,ADOPT,HE,1,,DAS,EQ-001,207731,1,Outdoor covered,Bottom Shield,426.0,231.0,255.0,25.09353,400.0,1144.0,Stackable x1,1.0,85044083,SEK,433859,MSC China,Sweden,Gothenburg,Khalifa port,2023-12-01,2024-01-11,,,,2024-01-19,,,,,,,2025-05-13,,1.0,1.0,site,DAS,DAS,,,,2025-05-13,2025.0,5.0,site,1,1,2,0,2,9.8406,1.0,2025-05-01,HITACHI,HITACHI(HE),,,,,,,,,,1,2,1,2,Port → WH → Site,DAS,
12.0,PRL-DAS-002-O Lot1,HVDC-ADOPT-HE-0001,HVDC,ADOPT,HE,1,,DAS,EQ-001,207732,1,Outdoor covered,Bottom Shield,426.0,231.0,255.0,25.09353,400.0,1144.0,Stackable x1,1.0,85044083,SEK,433859,MSC China,Sweden,Gothenburg,Khalifa port,2023-12-01,2024-01-11,,,,2024-01-19,,,,,,,2025-05-13,,1.0,1.0,site,DAS,DAS,,,,2025-05-13,2025.0,5.0,site,1,1,2,0,2,9.8406,1.0,2025-05-01,HITACHI,HITACHI(HE),,,,,,,,,,1,2,1,2,Port → WH → Site,DAS,
13.0,PRL-DAS-002-O Lot1,HVDC-ADOPT-HE-0001,HVDC,ADOPT,HE,1,,DAS,EQ-001,208221,1,Outdoor covered,Bottom Shield,426.0,231.0,255.0,25.09353,400.0,1144.0,Stackable x1,1.0,85044083,SEK,433859,MSC China,Sweden,Gothenburg,Khalifa port,2023-12-01,2024-01-11,,,,2024-01-19,,,,,,,2025-05-17,,1.0,1.0,site,DAS,DAS,,,,2025-05-17,2025.0,5.0,site,1,1,2,0,2,9.8406,1.0,2025-05-01,HITACHI,HITACHI(HE),,,,,,,,,,1,2,1,2,Port → WH → Site,DAS,
14.0,PRL-DAS-002-O Lot1,HVDC-ADOPT-HE-0001,HVDC,ADOPT,HE,1,,DAS,EQ-001,208222,1,Outdoor covered,Bottom Shield,426.0,231.0,255.0,25.09353,400.0,1144.0,Stackable x1,1.0,85044083,SEK,433859,MSC China,Sweden,Gothenburg,Khalifa port,2023-12-01,2024-01-11,,,,2024-01-19,,,,,,,2025-05-17,,1.0,1.0,site,DAS,DAS,,,,2025-05-17,2025.0,5.0,site,1,1,2,0,2,9.8406,1.0,2025-05-01,HITACHI,HITACHI(HE),,,,,,,,,,1,2,1,2,Port → WH → Site,DAS,
15.0,PRL-DAS-002-O Lot2,HVDC-ADOPT-HE-0002,HVDC,ADOPT,HE,2,,DAS,EQ-001,207603,1,Outdoor covered,Top + bottom conductors Neg,270.0,105.0,138.0,3.9123,294.0,470.0,Stackable x3,3.0,85044083,SEK,433859,MSC Ambra,Sweden,Gothenburg,Khalifa port,2023-12-07,2024-01-20,,,,2024-01-25,,,,,,,2025-05-21,,1.0,1.0,site,DAS,DAS,,,,2025-05-21,2025.0,5.0,site,1,1,2,0,2,2.835,3.0,2025-05-01,HITACHI,HITACHI(HE),,,,,,,,,,1,2,1,2,Port → WH → Site,DAS,
16.0,PRL-DAS-002-O Lot2,HVDC-ADOPT-HE-0002,HVDC,ADOPT,HE,2,,DAS,EQ-001,207604,1,Outdoor covered,Top + bottom conductors Neg,270.0,105.0,138.0,3.9123,294.0,470.0,Stackable x2,2.0,85044083,SEK,433859,MSC Ambra,Sweden,Gothenburg,Khalifa port,2023-12-07,2024-01-20,,,,2024-01-25,,,,,,,2025-05-21,,1.0,1.0,site,DAS,DAS,,,,2025-05-21,2025.0,5.0,site,1,1,2,0,2,2.835,2.0,2025-05-01,HITACHI,HITACHI(HE),,,,,,,,,,1,2,1,2,Port → WH → Site,DAS,
17.0,PRL-DAS-002-O Lot2,HVDC-ADOPT-HE-0002,HVDC,ADOPT,HE,2,,DAS,EQ-001,207773,1,Outdoor covered,Side Shield Holders,420.0,205.0,140.0,12.054,590.0,1031.0,Stackable x2,2.0,85044083,SEK,433859,MSC Ambra,Sweden,Gothenburg,Khalifa port,2023-12-07,2024-01-20,,,,2024-01-25,,,,,,,2025-05-16,,1.0,1.0,site,DAS,DAS,,,,2025-05-16,2025.0,5.0,site,1,1,2,0,2,8.61,2.0,2025-05-01,HITACHI,HITACHI(HE),,,,,,,,,,1,2,1,2,Port → WH → Site,DAS,
18.0,PRL-DAS-002-O Lot2,HVDC-ADOPT-HE-0002,HVDC,ADOPT,HE,2,,DAS,EQ-001,207772,1,Outdoor covered,Side Shield Holders,420.0,205.0,140.0,12.054,590.0,1031.0,Stackable x2,2.0,85044083,SEK,433859,MSC Ambra,Sweden,Gothenburg,Khalifa port,2023-12-07,2024-01-20,,,,2024-01-25,,,,,,,2025-05-16,,1.0,1.0,site,DAS,DAS,,,,2025-05-16,2025.0,5.0,site,1,1,2,0,2,8.61,2.0,2025-05-01,HITACHI,HITACHI(HE),,,,,,,,,,1,2,1,2,Port → WH → Site,DAS,
19.0,PRL-DAS-002-O Lot2,HVDC-ADOPT-HE-0002,HVDC,ADOPT,HE,2,,DAS,EQ-001,207789,1,Outdoor covered,Side Shield Pairs - Pack 1,420.0,205.0,140.0,12.054,590.0,1031.0,Stackable x2,2.0,85044083,SEK,433859,MSC Ambra,Sweden,Gothenburg,Khalifa port,2023-12-07,2024-01-20,,,,2024-01-25,,,,,,,2025-05-16,,1.0,1.0,site,DAS,DAS,,,,2025-05-16,2025.0,5.0,site,1,1,2,0,2,8.61,2.0,2025-05-01,HITACHI,HITACHI(HE),,,,,,,,,,1,2,1,2,Port → WH → Site,DAS,
20.0,PRL-DAS-002-O Lot2,HVDC-ADOPT-HE-0002,HVDC,ADOPT,HE,2,,DAS,EQ-001,207790,1,Outdoor covered,Side Shield Pairs - Pack 1,420.0,205.0,140.0,12.054,590.0,1031.0,Stackable x2,2.0,85044083,SEK,433859,MSC Ambra,Sweden,Gothenburg,Khalifa port,2023-12-07,2024-01-20,,,,2024-01-25,,,,,,,2025-05-16,,1.0,1.0,site,DAS,DAS,,,,2025-05-16,2025.0,5.0,site,1,1,2,0,2,8.61,2.0,2025-05-01,HITACHI,HITACHI(HE),,,,,,,,,,1,2,1,2,Port → WH → Site,DAS,
21.0,PRL-DAS-002-O Lot2,HVDC-ADOPT-HE-0002,HVDC,ADOPT,HE,2,,DAS,EQ-001,207849,1,Outdoor covered,Composite Post Insulator-Bottom,348.0,101.0,105.0,3.69054,500.0,598.0,Stackable x2,2.0,85044083,SEK,433859,MSC Ambra,Sweden,Gothenburg,Khalifa port,2023-12-07,2024-01-20,,,,2024-01-25,,,2024-05-08,2024-05-08,,,2024-07-14,,1.0,1.0,site,DAS,DAS,,,,2024-07-14,2024.0,7.0,site,3,1,4,-2,2,3.5148,2.0,2024-07-01,HITACHI,HITACHI(HE),,,,,,,,,,1,4,3,3,Port → WH → MOSB → Site,DAS,
22.0,PRL-DAS-002-O Lot2,HVDC-ADOPT-HE-0002,HVDC,ADOPT,HE,2,,DAS,EQ-001,207850,1,Outdoor covered,Composite Post Insulator-Bottom,348.0,101.0,105.0,3.69054,500.0,598.0,Stackable x2,2.0,85044083,SEK,433859,MSC Ambra,Sweden,Gothenburg,Khalifa port,2023-12-07,2024-01-20,,,,2024-01-25,,,2024-05-08,2024-05-08,,,2024-07-14,,1.0,1.0,site,DAS,DAS,,,,2024-07-14,2024.0,7.0,site,3,1,4,-2,2,3.5148,2.0,2024-07-01,HITACHI,HITACHI(HE),,,,,,,,,,1,4,3,3,Port → WH → MOSB → Site,DAS,
23.0,PRL-DAS-002-O Lot2,HVDC-ADOPT-HE-0002,HVDC,ADOPT,HE,2,,DAS,EQ-001,207851,1,Outdoor covered,Composite Post Insulator-Bottom,348.0,101.0,105.0,3.69054,500.0,598.0,Stackable x2,2.0,85044083,SEK,433859,MSC Ambra,Sweden,Gothenburg,Khalifa port,2023-12-07,2024-01-20,,,,2024-01-25,,,2024-05-08,2024-05-08,,,2024-07-14,,1.0,1.0,site,DAS,DAS,,,,2024-07-14,2024.0,7.0,site,3,1,4,-2,2,3.5148,2.0,2024-07-01,HITACHI,HITACHI(HE),,,,,,,,,,1,4,3,3,Port → WH → MOSB → Site,DAS,
24.0,PRL-DAS-002-O Lot2,HVDC-ADOPT-HE-0002,HVDC,ADOPT,HE,2,,DAS,EQ-001,207852,1,Outdoor covered,Composite Post Insulator-Bottom,348.0,101.0,105.0,3.69054,500.0,598.0,Stackable x2,2.0,85044083,SEK,433859,MSC Ambra,Sweden,Gothenburg,Khalifa port,2023-12-07,2024-01-20,,,,2024-01-25,,,2024-05-08,2024-05-08,,,2024-07-14,,1.0,1.0,site,DAS,DAS,,,,2024-07-14,2024.0,7.0,site,3,1,4,-2,2,3.5148,2.0,2024-07-01,HITACHI,HITACHI(HE),,,,,,,,,,1,4,3,3,Port → WH → MOSB → Site,DAS,
25.0,PRL-DAS-002-O10 Lot5,HVDC-ADOPT-HE-0003,HVDC,ADOPT,HE,3,,DAS,EQ-001,207714,1,Outdoor covered,Side Shield Pairs - Pack 1,240.0,183.0,58.0,2.54736,742.0,842.0,Stackable x2,2.0,85044083,SEK,433859,MSC Ambra,Sweden,Gothenburg,Khalifa port,2023-12-14,2024-01-19,,,,2024-01-26,,,2025-05-27,,,,2025-06-13,,1.0,1.0,site,DAS,DAS,,,,2025-06-13,2025.0,6.0,site,2,1,3,-1,2,4.392,2.0,2025-06-01,HITACHI,HITACHI(HE),,,,,,,,,,1,3,2,3,Port → WH → MOSB → Site,DAS,
26.0,PRL-DAS-002-O10 Lot5,HVDC-ADOPT-HE-0003,HVDC,ADOPT,HE,3,,DAS,EQ-001,207717,1,Outdoor covered,Laminate stud assemblies,238.0,183.0,58.0,2.526132,730.0,830.0,Stackable x2,2.0,85044083,SEK,433859,MSC Ambra,Sweden,Gothenburg,Khalifa port,2023-12-14,2024-01-19,,,,2024-01-26,,,2025-05-27,,,,2025-06-13,,1.0,1.0,site,DAS,DAS,,,,2025-06-13,2025.0,6.0,site,2,1,3,-1,2,4.3554,2.0,2025-06-01,HITACHI,HITACHI(HE),,,,,,,,,,1,3,2,3,Port → WH → MOSB → Site,DAS,
27.0,PRL-DAS-002-O10 Lot5,HVDC-ADOPT-HE-0003,HVDC,ADOPT,HE,3,,DAS,EQ-001,207778,1,Outdoor covered,Side Shield Pairs - Pack 1,420.0,205.0,140.0,12.054,590.0,1031.0,Stackable x2,2.0,85044083,SEK,433859,MSC Ambra,Sweden,Gothenburg,Khalifa port,2023-12-14,2024-01-19,,,,2024-01-26,,,,,,,2025-05-16,,1.0,1.0,site,DAS,DAS,,,,2025-05-16,2025.0,5.0,site,1,1,2,0,2,8.61,2.0,2025-05-01,HITACHI,HITACHI(HE),,,,,,,,,,1,2,1,2,Port → WH → Site,DAS,
28.0,PRL-DAS-002-O10 Lot5,HVDC-ADOPT-HE-0003,HVDC,ADOPT,HE,3,,DAS,EQ-001,207779,1,Outdoor covered,Side Shield Pairs - Pack 1,420.0,205.0,140.0,12.054,590.0,1031.0,Stackable x2,2.0,85044083,SEK,433859,MSC Ambra,Sweden,Gothenburg,Khalifa port,2023-12-14,2024-01-19,,,,2024-01-26,,,,,,,2025-05-16,,1.0,1.0,site,DAS,DAS,,,,2025-05-16,2025.0,5.0,site,1,1,2,0,2,8.61,2.0,2025-05-01,HITACHI,HITACHI(HE),,,,,,,,,,1,2,1,2,Port → WH → Site,DAS,
29.0,PRL-DAS-002-O1 Lot5,HVDC-ADOPT-HE-0003,HVDC,ADOPT,HE,3,,DAS,EQ-001,207607,1,Indoor,Serpentine,428.0,82.0,112.0,3.930752,60.0,310.0,Stackable x3,3.0,85044083,SEK,433859,MSC Ambra,Sweden,Gothenburg,Khalifa port,2023-12-14,2024-01-19,,2024-01-29,,,,,,,,,2025-06-07,,1.0,1.0,site,DAS,DAS,,,,2025-06-07,2025.0,6.0,site,1,1,2,0,2,3.5096,3.0,2025-06-01,HITACHI,HITACHI(HE),,,,,,,,,,1,2,1,2,Port → WH → Site,DAS,
30.0,PRL-DAS-002-O1 Lot5,HVDC-ADOPT-HE-0003,HVDC,ADOPT,HE,3,,DAS,EQ-001,207608,1,Indoor,Serpentine,428.0,82.0,112.0,3.930752,60.0,310.0,Stackable x3,3.0,85044083,SEK,433859,MSC Ambra,Sweden,Gothenburg,Khalifa port,2023-12-14,2024-01-19,,2024-01-29,,,,,,,,,2025-06-07,,1.0,1.0,site,DAS,DAS,,,,2025-06-07,2025.0,6.0,site,1,1,2,0,2,3.5096,3.0,2025-06-01,HITACHI,HITACHI(HE),,,,,,,,,,1,2,1,2,Port → WH → Site,DAS,
31.0,PRL-DAS-002-O1 Lot5,HVDC-ADOPT-HE-0003,HVDC,ADOPT,HE,3,,DAS,EQ-001,207609,1,Indoor,Serpentine,428.0,82.0,112.0,3.930752,60.0,310.0,Stackable x3,3.0,85044083,SEK,433859,MSC Ambra,Sweden,Gothenburg,Khalifa port,2023-12-14,2024-01-19,,2024-01-29,,,,,,,,,2025-06-07,,1.0,1.0,site,DAS,DAS,,,,2025-06-07,2025.0,6.0,site,1,1,2,0,2,3.5096,3.0,2025-06-01,HITACHI,HITACHI(HE),,,,,,,,,,1,2,1,2,Port → WH → Site,DAS,
32.0,PRL-DAS-002-O1 Lot5,HVDC-ADOPT-HE-0003,HVDC,ADOPT,HE,3,,DAS,EQ-001,207610,1,Indoor,Serpentine,428.0,82.0,112.0,3.930752,60.0,310.0,Stackable x3,3.0,85044083,SEK,433859,MSC Ambra,Sweden,Gothenburg,Khalifa port,2023-12-14,2024-01-19,,2024-01-29,,,,,,,,,2025-06-07,,1.0,1.0,site,DAS,DAS,,,,2025-06-07,2025.0,6.0,site,1,1,2,0,2,3.5096,3.0,2025-06-01,HITACHI,HITACHI(HE),,,,,,,,,,1,2,1,2,Port → WH → Site,DAS,
33.0,PRL-DAS-002-O1 Lot5,HVDC-ADOPT-HE-0003,HVDC,ADOPT,HE,3,,DAS,EQ-001,207611,1,Indoor,Serpentine,428.0,82.0,112.0,3.930752,60.0,310.0,Stackable x3,3.0,85044083,SEK,433859,MSC Ambra,Sweden,Gothenburg,Khalifa port,2023-12-14,2024-01-19,,2024-01-29,,,,,,,,,2025-06-07,,1.0,1.0,site,DAS,DAS,,,,2025-06-07,2025.0,6.0,site,1,1,2,0,2,3.5096,3.0,2025-06-01,HITACHI,HITACHI(HE),,,,,,,,,,1,2,1,2,Port → WH → Site,DAS,
34.0,PRL-DAS-002-O1 Lot5,HVDC-ADOPT-HE-0003,HVDC,ADOPT,HE,3,,DAS,EQ-001,207612,1,Indoor,Serpentine,428.0,82.0,112.0,3.930752,60.0,310.0,Stackable x3,3.0,85044083,SEK,433859,MSC Ambra,Sweden,Gothenburg,Khalifa port,2023-12-14,2024-01-19,,2024-01-29,,,,,,,,,2025-06-07,,1.0,1.0,site,DAS,DAS,,,,2025-06-07,2025.0,6.0,site,1,1,2,0,2,3.5096,3.0,2025-06-01,HITACHI,HITACHI(HE),,,,,,,,,,1,2,1,2,Port → WH → Site,DAS,
35.0,PRL-DAS-002-O1 Lot5,HVDC-ADOPT-HE-0003,HVDC,ADOPT,HE,3,,DAS,EQ-001,207613,1,Indoor,Serpentine,428.0,82.0,112.0,3.930752,60.0,310.0,Stackable x3,3.0,85044083,SEK,433859,MSC Ambra,Sweden,Gothenburg,Khalifa port,2023-12-14,2024-01-19,,2024-01-29,,,,,,,,,2025-06-07,,1.0,1.0,site,DAS,DAS,,,,2025-06-07,2025.0,6.0,site,1,1,2,0,2,3.5096,3.0,2025-06-01,HITACHI,HITACHI(HE),,,,,,,,,,1,2,1,2,Port → WH → Site,DAS,
36.0,PRL-DAS-002-O1 Lot5,HVDC-ADOPT-HE-0003,HVDC,ADOPT,HE,3,,DAS,EQ-001,207614,1,Indoor,Serpentine,428.0,82.0,112.0,3.930752,60.0,310.0,Stackable x3,3.0,85044083,SEK,433859,MSC Ambra,Sweden,Gothenburg,Khalifa port,2023-12-14,2024-01-19,,2024-01-29,,,,,,,,,2025-06-07,,1.0,1.0,site,DAS,DAS,,,,2025-06-07,2025.0,6.0,site,1,1,2,0,2,3.5096,3.0,2025-06-01,HITACHI,HITACHI(HE),,,,,,,,,,1,2,1,2,Port → WH → Site,DAS,
37.0,PRL-DAS-002-O1 Lot5,HVDC-ADOPT-HE-0003,HVDC,ADOPT,HE,3,,DAS,EQ-001,207615,1,Indoor,Serpentine,428.0,82.0,112.0,3.930752,60.0,310.0,Stackable x3,3.0,85044083,SEK,433859,MSC Ambra,Sweden,Gothenburg,Khalifa port,2023-12-14,2024-01-19,,2024-01-29,,,,,,,,,2025-06-07,,1.0,1.0,site,DAS,DAS,,,,2025-06-07,2025.0,6.0,site,1,1,2,0,2,3.5096,3.0,2025-06-01,HITACHI,HITACHI(HE),,,,,,,,,,1,2,1,2,Port → WH → Site,DAS,
38.0,PRL-DAS-002-O2 Lot5,HVDC-ADOPT-HE-0003,HVDC,ADOPT,HE,3,,DAS,EQ-001,207616,1,Indoor,Serpentine,428.0,82.0,112.0,3.930752,60.0,310.0,Stackable x3,3.0,85044083,SEK,433859,MSC Ambra,Sweden,Gothenburg,Khalifa port,2023-12-14,2024-01-19,,2024-01-29,,,,,,,,,2025-06-11,,1.0,1.0,site,DAS,DAS,,,,2025-06-11,2025.0,6.0,site,1,1,2,0,2,3.5096,3.0,2025-06-01,HITACHI,HITACHI(HE),,,,,,,,,,1,2,1,2,Port → WH → Site,DAS,
39.0,PRL-DAS-002-O2 Lot5,HVDC-ADOPT-HE-0003,HVDC,ADOPT,HE,3,,DAS,EQ-001,207617,1,Indoor,Serpentine,428.0,82.0,112.0,3.930752,60.0,310.0,Stackable x3,3.0,85044083,SEK,433859,MSC Ambra,Sweden,Gothenburg,Khalifa port,2023-12-14,2024-01-19,,2024-01-29,,,,,,,,,2025-06-11,,1.0,1.0,site,DAS,DAS,,,,2025-06-11,2025.0,6.0,site,1,1,2,0,2,3.5096,3.0,2025-06-01,HITACHI,HITACHI(HE),,,,,,,,,,1,2,1,2,Port → WH → Site,DAS,
40.0,PRL-DAS-002-O2 Lot5,HVDC-ADOPT-HE-0003,HVDC,ADOPT,HE,3,,DAS,EQ-001,207618,1,Indoor,Serpentine,428.0,82.0,112.0,3.930752,60.0,310.0,Stackable x3,3.0,85044083,SEK,433859,MSC Ambra,Sweden,Gothenburg,Khalifa port,2023-12-14,2024-01-19,,2024-01-29,,,,,,,,,2025-06-11,,1.0,1.0,site,DAS,DAS,,,,2025-06-11,2025.0,6.0,site,1,1,2,0,2,3.5096,3.0,2025-06-01,HITACHI,HITACHI(HE),,,,,,,,,,1,2,1,2,Port → WH → Site,DAS,
41.0,PRL-DAS-002-O2 Lot5,HVDC-ADOPT-HE-0003,HVDC,ADOPT,HE,3,,DAS,EQ-001,207619,1,Indoor,Serpentine,428.0,82.0,112.0,3.930752,60.0,310.0,Stackable x3,3.0,85044083,SEK,433859,MSC Ambra,Sweden,Gothenburg,Khalifa port,2023-12-14,2024-01-19,,2024-01-29,,,,,,,,,2025-06-11,,1.0,1.0,site,DAS,DAS,,,,2025-06-11,2025.0,6.0,site,1,1,2,0,2,3.5096,3.0,2025-06-01,HITACHI,HITACHI(HE),,,,,,,,,,1,2,1,2,Port → WH → Site,DAS,
42.0,PRL-DAS-002-O2 Lot5,HVDC-ADOPT-HE-0003,HVDC,ADOPT,HE,3,,DAS,EQ-001,207620,1,Indoor,Serpentine,428.0,82.0,112.0,3.930752,60.0,310.0,Stackable x3,3.0,85044083,SEK,433859,MSC Ambra,Sweden,Gothenburg,Khalifa port,2023-12-14,2024-01-19,,2024-01-29,,,,,,,,,2025-06-20,,1.0,1.0,site,DAS,DAS,,,,2025-06-20,2025.0,6.0,site,1,1,2,0,2,3.5096,3.0,2025-06-01,HITACHI,HITACHI(HE),,,,,,,,,,1,2,1,2,Port → WH → Site,DAS,
43.0,PRL-DAS-002-O2 Lot5,HVDC-ADOPT-HE-0003,HVDC,ADOPT,HE,3,,DAS,EQ-001,207621,1,Indoor,Serpentine,428.0,82.0,112.0,3.930752,60.0,310.0,Stackable x3,3.0,85044083,SEK,433859,MSC Ambra,Sweden,Gothenburg,Khalifa port,2023-12-14,2024-01-19,,2024-01-29,,,,,,,,,2025-06-20,,1.0,1.0,site,DAS,DAS,,,,2025-06-20,2025.0,6.0,site,1,1,2,0,2,3.5096,3.0,2025-06-01,HITACHI,HITACHI(HE),,,,,,,,,,1,2,1,2,Port → WH → Site,DAS,
