no.,Shipment Invoice No.,HVDC CODE,HVDC CODE 1,HVDC CODE 2,HVDC CODE 3,HVDC CODE 4,HVDC CODE 5,Site,EQ No,Case No.,Pkg,Storage,Description,L(CM),W(CM),H(CM),CBM,N.W(kgs),G.W(kgs),Stack,stack status,HS Code,Currency,Price,Vessel,COE,POL,POD,ETD/ATD,ETA/ATA,DHL Warehouse,DSV Indoor,DSV Al Markaz,DSV Outdoor,Hauler Indoor,DSV MZP,MOSB,Shifting,MIR,SHU,DAS,AGI,Status_WAREHOUSE,Status_SITE,Status_Current,Status_Location_Temp,Status_Location,Status_Location_DSV Indoor_DSV Al Markaz,Status_Location_DSV Al Markaz,Status_Location_DSV Indoor,Status_Location_Date,Status_Location_Date_Year,Status_Location_Date_Month,Status_Storage,wh_handling_legacy,site handling,total handling,minus,final handling,SQM,stack status2,Status_Location_YearMonth,Vendor,Source_File,AAA Storage,No.,Local,SERIAL NO.,PO. No,Bill of Lading,DSV MZD,JDN MZD,Stack_Status,site_handling_original,total_handling_original,wh_handling_original,FLOW_CODE,FLOW_DESCRIPTION,Final_Location,입고일자
4925.0,PRL-CS-034-O2,HVDC-ADOPT-HE-0340,HVDC,ADOPT,HE,340,,AGI,EQ-224,366173,1,Indoor,3 Modules of 8V1200Ah ( 12 cells),101.5,80.0,83.5,0.67802,1006.1,1048.2,Not stackable,1.0,85044090,SEK,4121,MSC SABRINA,India,Visakhapatnam,Khalifa port,2025-04-07,2025-05-02,,,,,2025-05-15,,,,,,,,1.0,,warehouse,Hauler Indoor,Hauler Indoor,,,,2025-05-15,2025.0,5.0,warehouse,1,0,1,-1,0,0.812,1.0,2025-05-01,HITACHI,HITACHI(HE),,,,,,,,,,0,1,1,2,Port → WH → Site,Hauler Indoor,
4926.0,PRL-CS-034-O2,HVDC-ADOPT-HE-0340,HVDC,ADOPT,HE,340,,AGI,EQ-224,366174,1,Indoor,3 Modules of 8V1200Ah ( 12 cells),101.5,80.0,83.5,0.67802,1006.1,1048.2,Not stackable,1.0,85044090,SEK,4121,MSC SABRINA,India,Visakhapatnam,Khalifa port,2025-04-07,2025-05-02,,,,,2025-05-15,,,,,,,,1.0,,warehouse,Hauler Indoor,Hauler Indoor,,,,2025-05-15,2025.0,5.0,warehouse,1,0,1,-1,0,0.812,1.0,2025-05-01,HITACHI,HITACHI(HE),,,,,,,,,,0,1,1,2,Port → WH → Site,Hauler Indoor,
4927.0,PRL-CS-034-O2,HVDC-ADOPT-HE-0340,HVDC,ADOPT,HE,340,,AGI,EQ-224,366175,1,Indoor,3 Modules of 8V1200Ah ( 12 cells),101.5,80.0,83.5,0.67802,1006.1,1048.2,Not stackable,1.0,85044090,SEK,4121,MSC SABRINA,India,Visakhapatnam,Khalifa port,2025-04-07,2025-05-02,,,,,2025-05-15,,,,,,,,1.0,,warehouse,Hauler Indoor,Hauler Indoor,,,,2025-05-15,2025.0,5.0,warehouse,1,0,1,-1,0,0.812,1.0,2025-05-01,HITACHI,HITACHI(HE),,,,,,,,,,0,1,1,2,Port → WH → Site,Hauler Indoor,
4928.0,PRL-CS-034-O2,HVDC-ADOPT-HE-0340,HVDC,ADOPT,HE,340,,AGI,EQ-224,366176,1,Indoor,3 Modules of 8V1200Ah ( 12 cells),101.5,80.0,83.5,0.67802,1006.1,1048.2,Not stackable,1.0,85044090,SEK,4121,MSC SABRINA,India,Visakhapatnam,Khalifa port,2025-04-07,2025-05-02,,,,,2025-05-15,,,,,,,,1.0,,warehouse,Hauler Indoor,Hauler Indoor,,,,2025-05-15,2025.0,5.0,warehouse,1,0,1,-1,0,0.812,1.0,2025-05-01,HITACHI,HITACHI(HE),,,,,,,,,,0,1,1,2,Port → WH → Site,Hauler Indoor,
4929.0,PRL-CS-034-O2,HVDC-ADOPT-HE-0340,HVDC,ADOPT,HE,340,,AGI,EQ-224,366177,1,Indoor,3 Modules of 8V1200Ah ( 12 cells),101.5,80.0,83.5,0.67802,1006.1,1048.2,Not stackable,1.0,85044090,SEK,4121,MSC SABRINA,India,Visakhapatnam,Khalifa port,2025-04-07,2025-05-02,,,,,2025-05-15,,,,,,,,1.0,,warehouse,Hauler Indoor,Hauler Indoor,,,,2025-05-15,2025.0,5.0,warehouse,1,0,1,-1,0,0.812,1.0,2025-05-01,HITACHI,HITACHI(HE),,,,,,,,,,0,1,1,2,Port → WH → Site,Hauler Indoor,
4930.0,PRL-CS-034-O2,HVDC-ADOPT-HE-0340,HVDC,ADOPT,HE,340,,AGI,EQ-224,366178,1,Indoor,3 Modules of 8V1200Ah ( 12 cells),101.5,80.0,83.5,0.67802,1006.1,1048.2,Not stackable,1.0,85044090,SEK,4121,MSC SABRINA,India,Visakhapatnam,Khalifa port,2025-04-07,2025-05-02,,,,,2025-05-15,,,,,,,,1.0,,warehouse,Hauler Indoor,Hauler Indoor,,,,2025-05-15,2025.0,5.0,warehouse,1,0,1,-1,0,0.812,1.0,2025-05-01,HITACHI,HITACHI(HE),,,,,,,,,,0,1,1,2,Port → WH → Site,Hauler Indoor,
4931.0,PRL-CS-034-O2,HVDC-ADOPT-HE-0340,HVDC,ADOPT,HE,340,,AGI,EQ-224,366179,1,Indoor,3 Modules of 8V1200Ah ( 12 cells),101.5,80.0,83.5,0.67802,1006.1,1048.2,Not stackable,1.0,85044090,SEK,4121,MSC SABRINA,India,Visakhapatnam,Khalifa port,2025-04-07,2025-05-02,,,,,2025-05-15,,,,,,,,1.0,,warehouse,Hauler Indoor,Hauler Indoor,,,,2025-05-15,2025.0,5.0,warehouse,1,0,1,-1,0,0.812,1.0,2025-05-01,HITACHI,HITACHI(HE),,,,,,,,,,0,1,1,2,Port → WH → Site,Hauler Indoor,
4932.0,PRL-CS-034-O2,HVDC-ADOPT-HE-0340,HVDC,ADOPT,HE,340,,AGI,EQ-224,366180,1,Indoor,3 Modules of 8V1200Ah ( 12 cells),101.5,80.0,83.5,0.67802,1006.1,1048.2,Not stackable,1.0,85044090,SEK,4121,MSC SABRINA,India,Visakhapatnam,Khalifa port,2025-04-07,2025-05-02,,,,,2025-05-15,,,,,,,,1.0,,warehouse,Hauler Indoor,Hauler Indoor,,,,2025-05-15,2025.0,5.0,warehouse,1,0,1,-1,0,0.812,1.0,2025-05-01,HITACHI,HITACHI(HE),,,,,,,,,,0,1,1,2,Port → WH → Site,Hauler Indoor,
4933.0,PRL-CS-034-O2,HVDC-ADOPT-HE-0340,HVDC,ADOPT,HE,340,,AGI,EQ-224,366181,1,Indoor,3 Modules of 8V1200Ah ( 12 cells),101.5,80.0,83.5,0.67802,1006.1,1048.2,Not stackable,1.0,85044090,SEK,4121,MSC SABRINA,India,Visakhapatnam,Khalifa port,2025-04-07,2025-05-02,,,,,2025-05-15,,,,,,,,1.0,,warehouse,Hauler Indoor,Hauler Indoor,,,,2025-05-15,2025.0,5.0,warehouse,1,0,1,-1,0,0.812,1.0,2025-05-01,HITACHI,HITACHI(HE),,,,,,,,,,0,1,1,2,Port → WH → Site,Hauler Indoor,
4934.0,PRL-CS-034-O2,HVDC-ADOPT-HE-0340,HVDC,ADOPT,HE,340,,AGI,EQ-224,366182,1,Indoor,3 Modules of 8V1200Ah ( 12 cells),101.5,80.0,83.5,0.67802,1006.1,1048.2,Not stackable,1.0,85044090,SEK,4121,MSC SABRINA,India,Visakhapatnam,Khalifa port,2025-04-07,2025-05-02,,,,,2025-05-15,,,,,,,,1.0,,warehouse,Hauler Indoor,Hauler Indoor,,,,2025-05-15,2025.0,5.0,warehouse,1,0,1,-1,0,0.812,1.0,2025-05-01,HITACHI,HITACHI(HE),,,,,,,,,,0,1,1,2,Port → WH → Site,Hauler Indoor,
4935.0,PRL-CS-034-O2,HVDC-ADOPT-HE-0340,HVDC,ADOPT,HE,340,,AGI,EQ-224,366183,1,Indoor,3 Modules of 8V1200Ah ( 12 cells),101.5,80.0,83.5,0.67802,1006.1,1048.2,Not stackable,1.0,85044090,SEK,4121,MSC SABRINA,India,Visakhapatnam,Khalifa port,2025-04-07,2025-05-02,,,,,2025-05-15,,,,,,,,1.0,,warehouse,Hauler Indoor,Hauler Indoor,,,,2025-05-15,2025.0,5.0,warehouse,1,0,1,-1,0,0.812,1.0,2025-05-01,HITACHI,HITACHI(HE),,,,,,,,,,0,1,1,2,Port → WH → Site,Hauler Indoor,
4936.0,PRL-CS-034-O2,HVDC-ADOPT-HE-0340,HVDC,ADOPT,HE,340,,AGI,EQ-224,366184,1,Indoor,3 Modules of 8V1200Ah ( 12 cells),101.5,80.0,83.5,0.67802,1006.1,1048.2,Not stackable,1.0,85044090,SEK,4121,MSC SABRINA,India,Visakhapatnam,Khalifa port,2025-04-07,2025-05-02,,,,,2025-05-15,,,,,,,,1.0,,warehouse,Hauler Indoor,Hauler Indoor,,,,2025-05-15,2025.0,5.0,warehouse,1,0,1,-1,0,0.812,1.0,2025-05-01,HITACHI,HITACHI(HE),,,,,,,,,,0,1,1,2,Port → WH → Site,Hauler Indoor,
4937.0,PRL-CS-034-O2,HVDC-ADOPT-HE-0340,HVDC,ADOPT,HE,340,,AGI,EQ-224,366185,1,Indoor,3 Modules of 8V1200Ah ( 12 cells),101.5,80.0,83.5,0.67802,1006.1,1048.2,Not stackable,1.0,85044090,SEK,4121,MSC SABRINA,India,Visakhapatnam,Khalifa port,2025-04-07,2025-05-02,,,,,2025-05-15,,,,,,,,1.0,,warehouse,Hauler Indoor,Hauler Indoor,,,,2025-05-15,2025.0,5.0,warehouse,1,0,1,-1,0,0.812,1.0,2025-05-01,HITACHI,HITACHI(HE),,,,,,,,,,0,1,1,2,Port → WH → Site,Hauler Indoor,
4938.0,PRL-CS-034-O2,HVDC-ADOPT-HE-0340,HVDC,ADOPT,HE,340,,AGI,EQ-224,366186,1,Indoor,3 Modules of 6V1200Ah (09 cells) with compression plates,82.4,37.0,83.5,0.254575,789.8,813.9,Not stackable,1.0,85044090,SEK,4121,MSC SABRINA,India,Visakhapatnam,Khalifa port,2025-04-07,2025-05-02,,,,,2025-05-15,,,,,,,,1.0,,warehouse,Hauler Indoor,Hauler Indoor,,,,2025-05-15,2025.0,5.0,warehouse,1,0,1,-1,0,0.30488,1.0,2025-05-01,HITACHI,HITACHI(HE),,,,,,,,,,0,1,1,2,Port → WH → Site,Hauler Indoor,
4939.0,PRL-CS-034-O2,HVDC-ADOPT-HE-0340,HVDC,ADOPT,HE,340,,AGI,EQ-224,366187,1,Indoor,3 Modules of 6V1200Ah (09 cells) with compression plates,82.4,37.0,83.5,0.254575,789.8,813.9,Not stackable,1.0,85044090,SEK,4121,MSC SABRINA,India,Visakhapatnam,Khalifa port,2025-04-07,2025-05-02,,,,,2025-05-15,,,,,,,,1.0,,warehouse,Hauler Indoor,Hauler Indoor,,,,2025-05-15,2025.0,5.0,warehouse,1,0,1,-1,0,0.30488,1.0,2025-05-01,HITACHI,HITACHI(HE),,,,,,,,,,0,1,1,2,Port → WH → Site,Hauler Indoor,
4940.0,PRL-CS-034-O2,HVDC-ADOPT-HE-0340,HVDC,ADOPT,HE,340,,AGI,EQ-224,366188,1,Indoor,Accessories of 400V-1200Ah.Front & top covers packed in EPE sheet with stretch film.,97.4,75.5,34.4,0.252967,147.0,172.1,Stackable 1 tier,1.0,85044090,SEK,4121,MSC SABRINA,India,Visakhapatnam,Khalifa port,2025-04-07,2025-05-02,,,,,2025-05-15,,,,,,,,1.0,,warehouse,Hauler Indoor,Hauler Indoor,,,,2025-05-15,2025.0,5.0,warehouse,1,0,1,-1,0,0.73537,1.0,2025-05-01,HITACHI,HITACHI(HE),,,,,,,,,,0,1,1,2,Port → WH → Site,Hauler Indoor,
4941.0,PRL-CS-034-O2,HVDC-ADOPT-HE-0340,HVDC,ADOPT,HE,340,,AGI,EQ-224,366189,1,Indoor,Accessories of 400V-1200Ah.Front & top covers packed in EPE sheet with stretch film.,97.4,75.5,34.4,0.252967,147.0,172.1,Stackable 1 tier,1.0,85044090,SEK,4121,MSC SABRINA,India,Visakhapatnam,Khalifa port,2025-04-07,2025-05-02,,,,,2025-05-15,,,,,,,,1.0,,warehouse,Hauler Indoor,Hauler Indoor,,,,2025-05-15,2025.0,5.0,warehouse,1,0,1,-1,0,0.73537,1.0,2025-05-01,HITACHI,HITACHI(HE),,,,,,,,,,0,1,1,2,Port → WH → Site,Hauler Indoor,
